"Date","Price","Open","High","Low","Vol.","Change %"
"11/24/2023","11,400.0","11,450.0","11,500.0","11,200.0","6.31M","-0.44%"
"11/23/2023","11,450.0","11,700.0","11,700.0","11,450.0","5.68M","-1.72%"
"11/22/2023","11,650.0","11,700.0","11,700.0","11,500.0","4.81M","-0.43%"
"11/21/2023","11,700.0","11,700.0","11,800.0","11,600.0","2.91M","0.43%"
"11/20/2023","11,650.0","11,550.0","11,700.0","11,450.0","4.70M","0.00%"
"11/17/2023","11,650.0","11,850.0","11,950.0","11,600.0","5.79M","-1.69%"
"11/16/2023","11,850.0","11,800.0","11,850.0","11,650.0","3.79M","0.85%"
"11/15/2023","11,750.0","11,950.0","12,100.0","11,750.0","9.81M","-0.84%"
"11/14/2023","11,850.0","12,000.0","12,000.0","11,700.0","6.81M","-0.42%"
"11/13/2023","11,900.0","11,850.0","12,100.0","11,800.0","12.25M","1.71%"
"11/10/2023","11,700.0","11,750.0","12,000.0","11,600.0","12.13M","1.30%"
"11/09/2023","11,550.0","11,500.0","11,800.0","11,400.0","10.91M","0.43%"
"11/08/2023","11,500.0","11,200.0","11,500.0","11,100.0","5.09M","3.14%"
"11/07/2023","11,150.0","11,200.0","11,300.0","11,100.0","3.18M","-0.89%"
"11/06/2023","11,250.0","11,150.0","11,250.0","11,100.0","4.85M","1.35%"
"11/03/2023","11,100.0","11,150.0","11,200.0","11,000.0","4.79M","0.00%"
"11/02/2023","11,100.0","10,800.0","11,150.0","10,800.0","4.83M","3.74%"
"11/01/2023","10,700.0","10,650.0","10,700.0","10,550.0","3.33M","0.94%"
"10/31/2023","10,600.0","10,900.0","10,950.0","10,600.0","5.34M","-2.30%"
"10/30/2023","10,850.0","10,900.0","11,000.0","10,850.0","2.48M","-1.36%"
"10/27/2023","11,000.0","10,900.0","11,000.0","10,750.0","3.61M","1.85%"
"10/26/2023","10,800.0","11,150.0","11,150.0","10,750.0","8.78M","-3.57%"
"10/25/2023","11,200.0","11,200.0","11,350.0","11,150.0","2.85M","0.00%"
"10/24/2023","11,200.0","11,050.0","11,200.0","10,950.0","3.88M","1.36%"
"10/23/2023","11,050.0","11,200.0","11,250.0","10,950.0","3.29M","-1.34%"
"10/20/2023","11,200.0","11,100.0","11,200.0","10,950.0","3.87M","1.36%"
"10/19/2023","11,050.0","11,150.0","11,200.0","10,950.0","3.04M","-1.78%"
"10/18/2023","11,250.0","11,250.0","11,300.0","10,900.0","6.95M","0.00%"
